p sp 32768 524288
a 1 4737 30
a 1 4865 94
a 1 45 17
a 1 22026 6
a 1 12482 22
a 1 17451 69
a 1 8992 10
a 1 2052 61
a 1 6255 96
a 1 16903 40
a 1 8250 19
a 1 84 93
a 1 5865 56
a 1 4610 42
a 1 10530 97
a 1 1667 45
a 1 1585 37
a 1 25505 90
a 1 12443 75
a 1 24583 62
a 1 5409 6
a 1 9318 15
a 1 71 72
a 1 5380 98
a 1 16385 94
a 1 5249 42
a 1 16386 94
a 1 7090 60
a 1 5563 95
a 1 17185 3
a 1 281 74
a 1 10265 97
a 1 5666 5
a 1 4194 26
a 1 3605 42
a 1 5025 45
a 1 22433 0
a 1 11457 63
a 1 6405 7
a 1 2209 95
a 1 12324 32
a 1 162 55
a 1 45 31
a 1 9218 57
a 1 5430 11
a 1 8223 31
a 1 6145 89
a 1 8313 43
a 1 5128 47
a 1 1034 69
a 1 794 58
a 1 613 10
a 1 385 81
a 1 5297 58
a 1 19279 10
a 1 130 85
a 1 6467 72
a 1 983 40
a 1 11778 52
a 1 16763 52
a 1 26722 74
a 1 2633 62
a 1 4133 93
a 1 4200 34
a 1 1681 74
a 1 10333 42
a 1 4291 95
a 1 27173 23
a 1 552 90
a 1 1079 36
a 1 5129 16
a 1 2083 27
a 1 1025 96
a 1 16452 75
a 1 2066 27
a 1 3657 98
a 1 551 27
a 1 13314 85
a 1 3331 66
a 1 24589 82
a 1 9410 91
a 1 97 93
a 1 27748 9
a 1 301 3
a 1 17429 1
a 1 1040 15
a 1 27782 7
a 1 9346 68
a 1 25449 31
a 1 14469 17
a 1 11913 0
a 1 3330 15
a 1 4655 4
a 1 3462 72
a 1 20809 40
a 1 17429 8
a 1 602 3
a 1 2186 34
a 1 16546 36
a 1 2179 75
a 1 81 79
a 1 261 82
a 1 1123 1
a 1 17497 12
a 1 5133 99
a 1 2657 91
a 1 18051 25
a 1 24577 49
a 1 12042 5
a 1 4609 71
a 1 14915 4
a 1 13067 98
a 1 1068 92
a 1 2169 89
a 1 8724 10
a 1 4097 92
a 1 21379 92
a 1 1577 68
a 1 1313 16
a 1 707 50
a 1 6146 36
a 1 297 18
a 1 581 35
a 1 8329 49
a 1 30992 31
a 1 9715 24
a 1 20579 72
a 1 139 90
a 1 8889 19
a 1 12364 14
a 1 19490 98
a 1 13706 69
a 1 9551 79
a 1 3527 70
a 1 14337 65
a 1 24722 70
a 1 16671 16
a 1 5027 72
a 1 2249 98
a 1 18505 54
a 1 388 19
a 1 3399 82
a 1 1053 63
a 1 24735 67
a 1 11013 54
a 1 1061 86
a 1 16530 71
a 1 368 92
a 1 12373 23
a 1 25337 49
a 1 10311 83
a 1 17281 64
a 1 3093 98
a 1 1245 0
a 1 2082 50
a 1 20545 73
a 1 4418 28
a 1 5255 88
a 1 1041 65
a 1 2596 87
a 1 13635 83
a 1 16909 66
a 1 1322 47
a 1 1867 79
a 1 14381 80
a 1 9489 26
a 1 21921 16
a 1 8497 47
a 1 1496 67
a 1 4243 63
a 1 1734 67
a 1 11313 90
a 1 7313 33
a 1 8277 73
a 1 28681 23
a 1 20485 30
a 1 12546 94
a 1 331 97
a 1 2 99
a 1 17587 67
a 1 26699 52
a 1 8298 83
a 1 18436 78
a 1 8261 80
a 1 16433 35
a 1 8865 96
a 1 1541 55
a 1 13889 83
a 1 23297 85
a 1 8801 9
a 1 7817 21
a 1 28691 14
a 1 16979 54
a 1 4677 54
a 1 6275 49
a 1 2637 9
a 1 18833 39
a 1 4769 11
a 1 6678 42
a 1 24897 1
a 1 3137 11
a 1 8217 76
a 1 11333 5
a 1 20615 91
a 1 1297 66
a 1 9085 39
a 1 845 82
a 1 5353 70
a 1 584 18
a 1 5318 2
a 1 2566 2
a 1 8228 76
a 1 8339 89
a 1 789 55
a 1 22209 19
a 1 21827 66
a 1 592 57
a 1 6682 6
a 1 24657 77
a 1 8307 62
a 1 8713 56
a 1 8467 83
a 1 14341 64
a 1 23107 25
a 1 9221 61
a 1 2353 95
a 1 33 95
a 1 4650 88
a 1 10533 18
a 1 1098 41
a 1 6534 16
a 1 332 66
a 1 307 69
a 1 6787 72
a 1 691 73
a 1 173 18
a 1 1710 15
a 1 1030 45
a 1 706 2
a 1 2149 32
a 1 13358 86
a 1 515 87
a 1 17445 67
a 1 12377 66
a 1 1723 12
a 1 3350 16
a 1 2077 30
a 1 593 84
a 1 325 61
a 1 4297 93
a 1 16410 1
a 1 4421 1
a 1 4449 24
a 1 4100 86
a 1 14921 21
a 1 16650 4
a 1 2178 99
a 1 8971 62
a 1 4177 90
a 1 2512 32
a 1 2890 26
a 1 9389 68
a 1 1438 95
a 1 17445 69
a 1 11265 70
a 1 7646 23
a 1 6541 95
a 1 8487 42
a 1 8584 83
a 1 10279 28
a 1 12298 4
a 1 26817 59
a 1 4743 92
a 1 17 89
a 1 19283 31
a 1 1557 66
a 1 25602 9
a 1 4490 49
a 1 12322 85
a 1 26886 80
a 1 78 28
a 1 501 94
a 1 2850 52
a 1 16666 82
a 1 2130 33
a 1 147 50
a 1 16610 95
a 1 1612 62
a 1 17112 76
a 1 8236 53
a 1 2389 96
a 1 18438 37
a 1 3105 98
a 1 1282 34
a 1 20865 21
a 1 339 14
a 1 2111 11
a 1 1145 11
a 1 19142 33
a 1 393 93
a 1 17105 83
a 1 9893 8
a 1 18766 93
a 1 9571 48
a 1 2098 58
a 1 8665 12
a 1 2150 26
a 1 19561 32
a 1 16522 44
a 1 679 52
a 1 8787 85
a 1 17018 44
a 1 6194 38
a 1 16555 14
a 1 2630 96
a 1 1066 34
a 1 1148 30
a 1 1576 61
a 1 2075 17
a 1 156 72
a 1 456 58
a 1 14468 95
a 1 613 25
a 1 4841 44
a 1 1075 69
a 1 14373 27
a 1 6147 75
a 1 1073 17
a 1 21561 36
a 1 16777 8
a 1 1173 70
a 1 294 10
a 1 14871 25
a 1 29737 84
a 1 267 76
a 1 5057 27
a 1 22273 45
a 1 10759 13
a 1 16485 71
a 1 554 26
a 1 2566 69
a 1 4491 35
a 1 4397 56
a 1 8733 58
a 1 2401 51
a 1 6713 72
a 1 7051 74
a 1 17449 45
a 1 16391 21
a 1 16397 86
a 1 16901 95
a 1 10293 36
a 1 18034 32
a 1 289 32
a 1 4501 64
a 1 4370 37
a 1 645 57
a 1 17577 89
a 1 1187 87
a 1 10477 16
a 1 1331 27
a 1 20616 8
a 1 18663 75
a 1 2087 96
a 1 1100 26
a 1 9811 69
a 1 2261 5
a 1 2465 73
a 1 951 57
a 1 10625 61
a 1 20897 93
a 1 19 76
a 1 2059 65
a 1 2889 83
a 1 16401 68
a 1 2246 3
a 1 10837 44
a 1 22798 52
a 1 5381 90
a 1 10529 25
a 1 1356 31
a 1 529 85
a 1 2314 4
a 1 450 75
a 1 12453 71
a 1 1059 11
a 1 9300 32
a 1 4497 13
a 1 1234 21
a 1 4273 89
a 1 28748 30
a 1 12313 93
a 1 18998 35
a 1 13119 36
a 1 4482 92
a 1 9673 59
a 1 41 94
a 1 515 99
a 1 3633 24
a 1 4649 34
a 1 2177 10
a 1 16967 78
a 1 5329 19
a 1 113 44
a 1 353 74
a 1 230 24
a 1 9867 49
a 1 915 56
a 1 19532 19
a 1 16946 51
a 1 5137 78
a 1 1558 25
a 1 5410 72
a 1 8711 37
a 1 294 48
a 1 61 40
a 1 705 81
a 1 5123 76
a 1 859 94
a 1 1033 64
a 1 7430 76
a 1 2857 61
a 1 85 82
a 1 2137 45
a 1 1178 98
a 1 17441 68
a 1 24842 62
a 1 13089 93
a 1 4270 83
a 1 4737 36
a 1 8385 65
a 1 6146 55
a 1 9505 93
a 1 6434 2
a 1 2354 95
a 1 149 4
a 1 3079 47
a 1 6289 41
a 1 4938 94
a 1 13835 64
a 1 17481 52
a 1 7686 33
a 1 8212 60
a 1 17926 32
a 1 13699 92
a 1 5789 39
a 1 4772 59
a 1 404 97
a 1 8209 77
a 1 16741 77
a 1 3203 96
a 1 4105 80
a 1 21367 60
a 1 26626 57
a 1 3593 73
a 1 16460 35
a 1 1926 81
a 1 623 89
a 1 8402 3
a 1 4418 97
a 1 5634 19
a 1 2525 44
a 1 2054 0
a 1 21 91
a 1 5069 3
a 1 9 72
a 1 8593 27
a 1 20681 41
a 1 2513 26
a 1 4202 20
a 1 2246 75
a 1 8775 82
a 1 22594 71
a 1 4324 41
a 1 8745 98
a 1 1069 77
a 1 4609 91
a 1 358 94
a 1 10521 71
a 1 2567 50
a 1 2513 31
a 1 7414 99
a 1 9226 90
a 1 17049 59
a 1 6163 56
a 1 23337 65
a 1 12355 14
a 1 16478 81
a 1 19088 31
a 1 8657 21
a 1 5719 25
a 1 12939 52
a 1 8275 73
a 1 3373 53
a 1 1027 19
a 1 16935 49
a 1 4563 12
a 1 8262 67
a 1 20801 55
a 1 4402 9
a 1 4964 12
a 1 1231 50
a 1 28741 19
a 1 4193 2
a 1 13315 85
a 1 6917 60
a 1 3089 40
a 1 5185 52
a 1 8293 83
a 1 5359 23
a 1 329 67
a 1 18439 38
a 1 9826 83
a 1 1696 35
a 1 339 62
a 1 6231 51
a 1 3594 84
a 1 18577 55
a 1 1413 28
a 1 15369 97
a 1 19609 94
a 1 343 58
a 1 1827 65
a 1 2056 72
a 1 16801 61
a 1 2370 67
a 1 22 64
a 1 17738 2
a 1 3220 94
a 1 1031 66
a 1 3265 72
a 1 4112 69
a 1 6260 90
a 1 2435 29
a 1 2410 90
a 1 2581 74
a 1 47 95
a 1 3443 15
a 1 8715 43
a 1 19078 98
a 1 12483 32
a 1 5323 91
a 1 4163 96
a 1 26 52
a 1 434 9
a 1 7172 81
a 1 17539 62
a 1 2385 42
a 1 152 16
a 1 1237 49
a 1 261 84
a 1 2563 74
a 1 548 2
a 1 21767 86
a 1 2097 65
a 1 2131 62
a 1 12317 47
a 1 780 34
a 1 17490 33
a 1 6451 29
a 1 557 51
a 1 7681 83
a 1 17505 64
a 1 18506 74
a 1 2828 54
a 1 9484 27
a 1 14666 52
a 1 8343 12
a 1 6177 62
a 1 4325 22
a 1 1640 79
a 1 573 67
a 1 9993 22
a 1 4907 99
a 1 1675 8
a 1 16645 24
a 1 19010 52
a 1 3230 18
a 1 6153 45
a 1 12361 86
a 1 18570 35
a 1 9 90
a 1 16427 13
a 1 2056 82
a 1 4674 39
a 1 2637 30
a 1 7929 59
a 1 15688 29
a 1 2441 96
a 1 8283 94
a 1 1027 64
a 1 1221 78
a 1 4915 45
a 1 2757 62
a 1 625 29
a 1 12817 45
a 1 2433 91
a 1 7685 98
a 1 10517 8
a 1 6249 97
a 1 257 88
a 1 53 33
a 1 18626 43
a 1 18474 53
a 1 12298 97
a 1 489 92
a 1 22087 78
a 1 13313 76
a 1 421 62
a 1 12553 67
a 1 9255 84
a 1 6081 24
a 1 29317 53
a 1 5300 76
a 1 278 56
a 1 1289 68
a 1 50 38
a 1 2189 89
a 1 25061 95
a 1 1092 13
a 1 3139 45
a 1 225 81
a 1 9497 93
a 1 20867 92
a 1 658 24
a 1 3337 95
a 1 12840 70
a 1 18853 69
a 1 3393 60
a 1 16437 64
a 1 12609 57
a 1 4681 56
a 1 5798 29
a 1 12584 98
a 1 579 81
a 1 52 76
a 1 8341 55
a 1 2837 83
a 1 4891 6
a 1 1751 31
a 1 4145 98
a 1 657 97
a 1 26659 17
a 1 8197 91
a 1 2393 1
a 1 14465 11
a 1 96 66
a 1 5283 63
a 1 20385 28
a 1 9057 33
a 1 755 65
a 1 1154 69
a 1 2577 43
a 1 1186 95
a 1 24611 6
a 1 29954 14
a 1 4585 10
a 1 24092 86
a 1 8388 20
a 1 2306 30
a 1 3111 60
a 1 6881 27
a 1 2387 81
a 1 6945 98
a 1 1571 7
a 1 18565 61
a 1 1540 3
a 1 833 41
a 1 8786 28
a 1 518 89
a 1 6790 82
a 1 403 81
a 1 2454 38
a 1 3305 78
a 1 8722 93
a 1 4491 61
a 1 23554 47
a 1 24835 98
a 1 1608 96
a 1 11 36
a 1 12193 43
a 1 10689 98
a 1 28433 74
a 1 2649 52
a 1 2392 75
a 1 5131 78
a 1 4429 49
a 1 291 85
a 1 8401 82
a 1 30775 94
a 1 8203 29
a 1 22937 59
a 1 76 47
a 1 16 86
a 1 25616 85
a 1 18562 91
a 1 12418 23
a 1 9349 28
a 1 13057 8
a 1 433 69
a 1 6420 42
a 1 18434 86
a 1 10292 24
a 1 2659 34
a 1 13515 14
a 1 11409 5
a 1 16556 63
a 1 134 92
a 1 18102 4
a 1 40 13
a 1 6226 66
a 1 14358 49
a 1 5124 70
a 1 16722 73
a 1 26145 31
a 1 16459 16
a 1 16657 86
a 1 4632 15
a 1 676 66
a 1 10247 33
a 1 677 12
a 1 9330 91
a 1 8195 95
a 1 118 64
a 1 7186 75
a 1 14762 94
a 1 1035 85
a 1 7829 50
a 1 8718 35
a 1 585 80
a 1 12385 83
a 1 25729 89
a 1 598 41
a 1 441 41
a 1 4801 64
a 1 17749 55
a 1 13769 29
a 1 17479 48
a 1 4417 65
a 1 12325 51
a 1 66 98
a 1 16625 31
a 1 16425 35
a 1 31309 83
a 1 95 74
a 1 613 92
a 1 21671 59
a 1 2689 25
a 1 5455 97
a 1 16453 16
a 1 9394 82
a 1 8 20
a 1 18501 97
a 1 39 22
a 1 326 52
a 1 6247 67
a 1 6401 67
a 1 8490 11
a 1 23137 37
a 1 16900 41
a 1 790 54
a 1 674 25
a 1 5204 85
a 1 16403 38
a 1 32005 59
a 1 4651 89
a 1 641 85
a 1 2575 69
a 1 18871 7
a 1 20737 2
a 1 21201 12
a 1 925 81
a 1 25125 80
a 1 8380 9
a 1 2174 11
a 1 18117 2
a 1 4225 66
a 1 125 73
a 1 4105 85
a 1 13379 66
a 1 16451 48
a 1 871 1
a 1 6321 90
a 1 398 61
a 1 21506 97
a 1 23138 19
a 1 195 46
a 1 4250 22
a 1 530 43
a 1 9275 28
a 1 345 96
a 1 8323 92
a 1 19828 91
a 1 2066 54
a 1 23303 12
a 1 1821 14
a 1 40 65
a 1 12297 42
a 1 24643 93
a 1 833 42
a 1 14313 98
a 1 4634 27
a 1 20757 39
a 1 3283 59
a 1 20082 55
a 1 2580 40
a 1 16459 66
a 1 16982 59
a 1 12357 74
a 1 17429 25
a 1 109 16
a 1 1030 77
a 1 677 13
a 1 9265 92
a 1 143 84
a 1 6181 80
a 1 275 5
a 1 14403 90
a 1 19401 25
a 1 7297 50
a 1 13463 31
a 1 24588 71
a 1 1029 77
a 1 550 89
a 1 645 62
a 1 8801 73
a 1 10539 11
a 1 1866 19
a 1 7297 60
a 1 2645 81
a 1 4207 57
a 1 2057 85
a 1 29 74
a 1 16453 36
a 1 3557 19
a 1 4254 31
a 1 12808 59
a 1 1557 84
a 1 16516 49
a 1 1633 73
a 1 8970 4
a 1 14985 21
a 1 9803 31
a 1 24836 12
a 1 25665 46
a 1 21518 86
a 1 8333 91
a 1 9218 91
a 1 8455 48
a 1 6675 55
a 1 8532 72
a 1 28684 50
a 1 555 25
a 1 1718 35
a 1 4361 46
a 1 4101 63
a 1 1025 97
a 1 548 3
a 1 4513 96
a 1 3119 42
a 1 23731 85
a 1 9347 92
a 1 16402 95
a 1 17497 41
a 1 25657 57
a 1 2409 19
a 1 1860 46
a 1 1050 77
a 1 4866 99
a 1 911 56
a 1 6372 1
a 1 2183 95
a 1 20561 69
a 1 616 19
a 1 8862 83
a 1 5105 64
a 1 195 61
a 1 24581 56
a 1 4161 88
a 1 4227 1
a 1 2022 47
a 1 14353 4
a 1 10819 38
a 1 29837 25
a 1 6417 73
a 1 309 17
a 1 6665 84
a 1 17763 84
a 1 8501 86
a 1 12947 47
a 1 24727 6
a 1 3589 27
a 1 60 25
a 1 1094 91
a 1 1637 9
a 1 12678 63
a 1 8493 92
a 1 6377 6
a 1 1750 94
a 1 25601 90
a 1 17706 81
a 1 30146 2
a 1 3366 18
a 1 2572 30
a 1 1373 99
a 1 12985 12
a 1 15365 56
a 1 2177 89
a 1 4621 44
a 1 18969 32
a 1 2253 33
a 1 20481 84
a 1 604 22
a 1 375 67
a 1 4821 58
a 1 2335 66
a 1 10820 2
a 1 10285 23
a 1 293 56
a 1 18465 12
a 1 17612 32
a 1 3 92
a 1 3593 90
a 1 1092 66
a 1 13570 94
a 1 1164 65
a 1 5124 84
a 1 1625 78
a 1 1283 36
a 1 14369 30
a 1 9740 10
a 1 13129 39
a 1 2641 55
a 1 7271 25
a 1 7835 4
a 1 4785 45
a 1 4233 73
a 1 5301 32
a 1 24658 47
a 1 3121 13
a 1 8583 2
a 1 5313 23
a 1 643 57
a 1 20505 38
a 1 21769 83
a 1 6306 80
a 1 20611 39
a 1 1986 85
a 1 2594 6
a 1 29017 19
a 1 12331 60
a 1 2373 68
a 1 1054 50
a 1 8465 45
a 1 2825 63
a 1 1285 26
a 1 8449 80
a 1 1283 73
a 1 4099 98
a 1 1240 32
a 1 2510 5
a 1 14372 82
a 1 8241 96
a 1 5122 42
a 1 1105 49
a 1 18691 9
a 1 3086 72
a 1 17431 15
a 1 14349 69
a 1 6025 19
a 1 5281 76
a 1 13497 29
a 1 613 96
a 1 5205 71
a 1 8214 38
a 1 5724 76
a 1 18671 45
a 1 20565 42
a 1 16435 31
a 1 12353 45
a 1 8723 11
a 1 10369 87
a 1 1230 74
a 1 6972 77
a 1 4644 12
a 1 6855 46
a 1 5713 27
a 1 9617 46
a 1 246 41
a 1 1809 52
a 1 21285 13
a 1 12819 52
a 1 19458 30
a 1 1337 17
a 1 1065 29
a 1 7827 72
a 1 14351 4
a 1 13389 82
a 1 8750 27
a 1 1038 50
a 1 25 80
a 1 1347 10
a 1 2199 38
a 1 26815 10
a 1 1236 86
a 1 551 99
a 1 27139 57
a 1 4883 13
a 1 2181 79
a 1 9846 55
a 1 1313 67
a 1 9492 43
a 1 131 59
a 1 4679 77
a 1 4228 98
a 1 9025 46
a 1 203 83
a 1 18989 41
a 1 1567 57
a 1 7185 80
a 1 11746 91
a 1 20790 75
a 1 13533 62
a 1 25623 73
a 1 23045 41
a 1 10322 54
a 1 4987 43
a 1 10593 52
a 1 30757 54
a 1 5698 0
a 1 16453 84
a 1 4162 87
a 1 3193 48
a 1 30985 84
a 1 1301 69
a 1 713 62
a 1 20243 8
a 1 16533 16
a 1 8514 67
a 1 299 56
a 1 1345 65
a 1 8355 77
a 1 1180 38
a 1 3843 78
a 1 9417 36
a 1 9289 28
a 1 16660 52
a 1 3329 52
a 1 9249 33
a 1 1055 0
a 1 2320 85
a 1 1284 94
a 1 4899 8
a 1 930 54
a 1 12294 20
a 1 2689 75
a 1 21255 98
a 1 2203 83
a 1 4326 76
a 1 8586 31
a 1 8281 83
a 1 5250 73
a 1 5258 77
a 1 18450 76
a 1 14599 84
a 1 263 86
a 1 4786 58
a 1 9263 99
a 1 2065 37
a 1 19977 46
a 1 773 92
a 1 9298 95
a 1 6342 57
a 1 17801 79
a 1 4046 61
a 1 12821 38
a 1 10498 59
a 1 31873 31
a 1 21548 1
a 1 38 60
a 1 2121 67
a 1 16420 19
a 1 7682 27
a 1 14417 56
a 1 16531 89
a 1 8499 40
a 1 10153 24
a 1 16821 82
a 1 8578 58
a 1 24899 63
a 1 3083 25
a 1 25666 88
a 1 14475 21
a 1 5650 47
a 1 16897 20
a 1 18715 20
a 1 3073 76
a 1 3082 54
a 1 6430 49
a 1 6287 93
a 1 18706 9
a 1 4155 15
a 1 16400 83
a 1 8929 38
a 1 8396 77
a 1 3522 28
a 1 3845 44
a 1 1215 6
a 1 2210 50
a 1 15186 35
a 1 21280 90
a 1 12425 34
a 1 17283 88
a 1 20771 4
a 1 24646 58
a 1 2457 57
a 1 8342 93
a 1 20518 71
a 1 1339 89
a 1 1810 26
a 1 4114 91
a 1 1575 28
a 1 17921 49
a 1 3618 4
a 1 19045 2
a 1 13453 65
a 1 1537 99
a 1 3859 7
a 1 3864 7
a 1 3913 0
a 1 29889 78
a 1 27778 76
a 1 8403 85
a 1 29785 40
a 1 483 74
a 1 25361 70
a 1 553 46
a 1 306 96
a 1 72 74
a 1 6833 67
a 1 15129 83
a 1 1602 17
a 1 25122 77
a 1 999 61
a 1 1171 34
a 1 197 82
a 1 19610 5
a 1 8263 20
a 1 25809 55
a 1 6822 45
a 1 6148 28
a 1 185 98
a 1 10202 22
a 1 1082 6
a 1 8286 75
a 1 25753 90
a 1 5122 66
a 1 10266 18
a 1 18181 40
a 1 561 29
a 1 15070 8
a 1 131 67
a 1 279 16
a 1 525 69
a 1 17425 35
a 1 783 4
a 1 17099 48
a 1 26241 56
a 1 4277 87
a 1 12689 52
a 1 5693 92
a 1 2339 28
a 1 21388 3
a 1 12820 33
a 1 18 98
a 1 16623 75
a 1 13346 76
a 1 1795 15
a 1 14825 80
a 1 22555 76
a 1 12919 19
a 1 267 95
a 1 2170 80
a 1 7945 79
a 1 23553 12
a 1 12999 28
a 1 21130 59
a 1 18961 94
a 1 9306 5
a 1 104 16
a 1 16530 90
a 1 16517 56
a 1 126 54
a 1 10819 88
a 1 8226 83
a 1 20617 67
a 1 2442 67
a 1 153 8
a 1 1305 62
a 1 5777 35
a 1 18718 40
a 1 4395 49
a 1 3841 88
a 1 117 43
a 1 2824 36
a 1 12599 94
a 1 7114 76
a 1 5146 9
a 1 25793 60
a 1 6154 54
a 1 417 50
a 1 3115 58
a 1 10 57
a 1 13634 64
a 1 602 47
a 1 1361 6
a 1 1587 79
a 1 17411 89
a 1 2697 19
a 1 2054 74
a 1 32289 43
a 1 16939 31
a 1 5121 55
a 1 4225 77
a 1 8777 79
a 1 8337 89
a 1 24609 58
a 1 25412 95
a 1 2644 66
a 1 5779 68
a 1 1285 82
a 1 50 77
a 1 1629 66
a 1 17418 86
a 1 12305 55
a 1 5017 29
a 1 2562 11
a 1 2180 27
a 1 8771 92
a 1 2281 53
a 1 27973 79
a 1 9362 30
a 1 16569 91
a 1 7361 28
a 1 1194 1
a 1 11551 58
a 1 18513 90
a 1 9679 36
a 1 362 29
a 1 142 76
a 1 4666 23
a 1 26849 7
a 1 11059 16
a 1 8970 44
a 1 22765 76
a 1 12625 8
a 1 24203 78
a 1 9241 51
a 1 2078 91
a 1 18974 18
a 1 5826 96
a 1 2113 95
a 1 1693 76
a 1 8265 81
a 1 10249 94
a 1 113 72
a 1 8239 24
a 1 231 89
a 1 99 54
a 1 8 96
a 1 10 68
a 1 2110 77
a 1 9986 3
a 1 166 69
a 1 22538 28
a 1 290 66
a 1 51 18
a 1 337 90
a 1 3366 51
a 1 1058 37
a 1 6403 37
a 1 26126 64
a 1 24627 84
a 1 16708 90
a 1 1153 88
a 1 18565 64
a 1 20771 64
a 1 1141 46
a 1 28809 80
a 1 737 33
a 1 8589 61
a 1 2115 78
a 1 20665 24
a 1 8618 3
a 1 10374 51
a 1 2907 2
a 1 6825 80
a 1 11014 92
a 1 10771 92
a 1 2049 95
a 1 9614 78
a 1 10637 75
a 1 13377 23
a 1 6354 3
a 1 10563 42
a 1 8716 79
a 1 9732 51
a 1 7180 97
a 1 46 78
a 1 13380 87
a 1 16404 74
a 1 14504 48
a 1 7 98
a 1 5636 35
a 1 70 28
a 1 12354 23
a 1 93 47
a 1 16770 91
a 1 6997 60
a 1 8278 99
a 1 4454 32
a 1 6798 49
a 1 4211 53
a 1 18514 52
a 1 285 91
a 1 5698 92
a 1 8962 73
a 1 2701 89
a 1 12421 94
a 1 6410 50
a 1 2243 70
a 1 28737 64
a 1 1569 89
a 1 19069 97
a 1 16953 69
a 1 10515 79
a 1 2213 63
a 1 3298 63
a 1 12426 71
a 1 18690 9
a 1 2119 27
a 1 6265 32
a 1 95 82
a 1 3414 46
a 1 29985 41
a 1 4200 89
a 1 18737 87
a 1 1729 37
a 1 24996 60
a 1 2241 90
a 1 1860 83
a 1 12289 89
a 1 9793 51
a 1 22690 65
a 1 2779 31
a 1 7374 96
a 1 12306 75
a 1 1840 76
a 1 8203 98
a 1 25654 1
a 1 8657 37
a 1 5157 82
a 1 2849 6
a 1 257 94
a 1 20487 20
a 1 16772 20
a 1 4199 91
a 1 12754 1
a 1 9379 70
a 1 8547 94
a 1 19268 41
a 1 2749 11
a 1 9997 94
a 1 1028 82
a 1 14377 37
a 1 12714 17
a 1 25049 13
a 1 11267 50
a 1 5334 25
a 1 29746 10
a 1 17937 99
a 1 18625 79
a 1 659 73
a 1 10673 72
a 1 8531 53
a 1 16643 95
a 1 17681 10
a 1 4143 89
a 1 12673 48
a 1 1753 90
a 1 13251 83
a 1 177 5
a 1 19458 84
a 1 15361 46
a 1 379 85
a 1 12365 46
a 1 25603 84
a 1 6301 54
a 1 1239 92
a 1 205 82
a 1 25697 87
a 1 286 84
a 1 10627 19
a 1 4364 97
a 1 2511 2
a 1 522 82
a 1 1677 35
a 1 39 40
a 1 2617 85
a 1 8498 95
a 1 913 47
a 1 17926 59
a 1 16730 24
a 1 6308 5
a 1 7865 23
a 1 7323 50
a 1 5285 85
a 1 42 48
a 1 18443 39
a 1 22305 79
a 1 30 90
a 1 4881 15
a 1 2081 85
a 1 676 75
a 1 18594 58
a 1 18823 21
a 1 1795 59
a 1 29454 23
a 1 2466 69
a 1 8207 70
a 1 556 69
a 1 24720 14
a 1 8921 50
a 1 9250 27
a 1 16493 92
a 1 16805 73
a 1 2376 10
a 1 3841 94
a 1 6466 95
a 1 2578 92
a 1 6401 79
a 1 17921 87
a 1 2198 44
a 1 561 71
a 1 1685 24
a 1 9603 61
a 1 1306 5
a 1 4117 87
a 1 2229 98
a 1 1029 97
a 1 16469 44
a 1 1417 61
a 1 1158 35
a 1 22790 53
a 1 8462 89
a 1 3406 46
a 1 144 46
a 1 14 63
a 1 5126 7
a 1 21578 99
a 1 177 92
a 1 14402 29
a 1 7843 67
a 1 25745 78
a 1 117 92
a 1 1065 39
a 1 8655 71
a 1 485 44
a 1 2595 61
a 1 18593 20
a 1 8477 8
a 1 11337 98
a 1 300 56
a 1 24615 1
a 1 3126 72
a 1 22529 31
a 1 28679 44
a 1 17809 11
a 1 9349 56
a 1 4166 90
a 1 14347 38
a 1 8770 26
a 1 17415 8
a 1 12532 69
a 1 14385 44
a 1 2575 70
a 1 14895 31
a 1 6186 36
a 1 19557 74
a 1 2247 36
a 1 219 62
a 1 11278 36
a 1 23235 69
a 1 3359 41
a 1 16467 99
a 1 6278 70
a 1 3081 86
a 1 8526 49
a 1 729 80
a 1 14440 41
a 1 837 0
a 1 5834 93
a 1 14535 27
a 1 4378 52
a 1 11 45
a 1 6337 39
a 1 865 45
a 1 10371 84
a 1 118 78
a 1 4251 81
a 1 265 99
a 1 23570 13
a 1 14359 53
a 1 3734 69
a 1 4148 30
a 1 18959 32
a 1 6281 62
a 1 24592 84
a 1 8397 4
a 1 553 85
a 1 21849 23
a 1 18972 20
a 1 23553 70
a 1 2064 32
a 1 12330 48
a 1 70 65
a 1 4263 54
a 1 1098 63
a 1 16581 83
a 1 3117 51
a 1 4674 71
a 1 8780 25
a 1 6657 53
a 1 14371 83
a 1 14529 52
a 1 4522 95
a 1 20803 76
a 1 1170 21
a 1 48 15
a 1 12746 80
a 1 20497 47
a 1 2148 79
a 1 713 91
a 1 8711 64
a 1 373 54
a 1 849 87
a 1 1093 55
a 1 2345 95
a 1 9261 28
a 1 271 30
a 1 1413 81
a 1 11266 26
a 1 19713 73
a 1 8202 41
a 1 6209 0
a 1 15425 93
a 1 708 48
a 1 16594 56
a 1 12417 97
a 1 21122 6
a 1 954 45
a 1 7441 44
a 1 13794 31
a 1 24597 51
a 1 4739 88
a 1 2827 53
a 1 19598 71
a 1 16555 25
a 1 16649 78
a 1 82 99
a 1 16450 12
a 1 1030 92
a 1 16395 81
a 1 10561 77
a 1 11797 76
a 1 12685 52
a 1 9065 68
a 1 20597 81
a 1 3076 60
a 1 18356 53
a 1 3209 98
